Job ID,Employer,First Seen Date,Title,Occupation Name,City,State,Job_Type,Education,Description,approx_tokens
71356,Oracle,2022-09-19,Interface Engineer II,"Software Developers, Applications",Springfield,Illinois,"Full-Time,Permanent",Bachelor's Degree,"at Oracle in Springfield, Illinois, United States Job Description Job Description Intermediate consulting position operating independently with some assistance and guidance to provide quality work products to a project team or customer that comply with Oracle methodologies and practices. Performs standard duties and tasks with some variation to implement Oracle products and technology to meet customer specifications. Standard assignments are accomplished without assistance by exercising independent judgment, within defined policies and processes, to deliver functional and technical solutions on moderately complex customer engagements. 2-5 years of overall experience in relevant functional or technical roles. Undergraduate degree or equivalent experience. Product or technical expertise relevant to practice focus. Ability to communicate effectively and build rapport with team members and clients. Ability to travel as needed. If you are a Colorado resident, Please Contact us or Email us at oracle-salary-inquiries_us@oracle.com to receive compensation and benefits information for this role. Please include this Job ID: 97488BR in the subject line of the email. Responsibilities Configure Oracle Cerner interfaces and code custom interfaces, Install Oracle Cerner interfaces, Troubleshoot and resolve complex system interface issues, Support interface testing during the life cycle of the project, Perform complex data migration and conversion programs, Test complex data migration and conversion programs. People Management Responsibilities (for associates with one or more direct reports): Seek to understand disagreements, ensure all perspectives are heard and facilitate a plan for resolution, Delegate the work appropriately, provide clear expectations and follow up to ensure progress and overcome roadblocks. Identify associates and team priorities based on business direction and adjust when needed. Lead by example and share knowledge and experiences with associates and team. Create a respectful work environment where you advocate for your team, create accountability and recognize accomplishments, Provide timely feedback to encourage success, ensure accountability and connect opportunities for your associates’ development, Identify the right talent to achieve the desired results. Promote and build a diverse and cohesive team to accomplish objectives and align associates’ skills to fill gaps. Basic Qualifications + At least 6 years total combined related work experience and completed higher education, including: + At least 1 year system administration and/or system engineering work experience + At least 5 years additional work experience directly related to the duties of the job and/or completed higher education, including: + Bachelor’s degree in Computer Engineering, Computer Science, Information Systems, Software Engineering, or related field, or equivalent relevant work experience Preferred Qualifications Expectations + Perform other responsibilities as assigned + Willing to travel up to 40% as needed + Willing to work additional or irregular hours as needed and allowed by local regulations + Work in accordance with corporate and organizational security policies and procedures, understand personal role in safeguarding corporate and client assets, and take appropriate action to prevent and report any compromises of security within scope of position About Us Diversity and Inclusion: An Oracle career can span industries, roles, Countries and cultures, giving you the opportunity to flourish in new roles and innovate, while blending work life in. Oracle has thrived through 40+ years of change by innovating and operating with integrity while delivering for the top companies in almost every industry. In order to nurture the talent that makes this happen, we are committed to an inclusive culture that celebrates and values diverse insights and perspectives, a workforce that inspires thought leadership and innovation. . Oracle offers a highly competitive suite of Employee Benefits designed on the principles of parity, consistency, and affordability. The overall package includes certain core elements such as Medical, Life Insurance, access to Retirement Planning, and much more. We also encourage our employees to engage in the culture of giving back to the communities where we live and do business. At Oracle, we believe that innovation starts with diversity and inclusion and to create the future we need talent from various backgrounds, perspectives, and abilities. We ensure that individuals with disabilities are provided reasonable accommodation to successfully participate in the job application, interview process, and in potential roles. to perform crucial job functions. That’s why we’re committed to creating a workforce where all individuals can do their best work. It’s when everyone’s voice is heard and valued that we’re inspired to go beyond what’s been done before. Disclaimer: Certain US customer or client-facing roles may be required to comply with applicable requirements, such as immunization and occupational health mandates. Oracle is an Equal Employment Opportunity Employer * . All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability and protected veterans’ status, or any other characteristic protected by law. Oracle will consider for employment qualified applicants with arrest and conviction records pursuant to applicable law. - Which includes being a United States Affirmative Action Employer** To view full details and how to apply, please login or create a Job Seeker account",1422
501,ACCENTURE,2022-12-24,Platform Engineering Application Developer,"Software Developers, Applications",Bangalore,Karnātaka,"Full-Time,Permanent",Bachelor's Degree,"About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services-all powered by the world's largest network of Advanced Technology and Intelligent Operations centers. Our 674,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries.We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com Accenture | Let there be change We embrace change to create 360-degree value www.accenture.com Project Role : Application Developer Project Role Description : Design, build and configure applications to meet business process and application requirements. Management Level : 10 Work Experience : 4-6 years Work Location : Bengaluru Must Have Skills : Platform Engineering Good To Have Skills : Java Enterprise Edition,Spring Boot Job Requirements : - - Key Responsibilities : 1 Strong hands-on experience with Java2 Design, code, test, debug, and document software, and enhance existing components to ensure that software meets business needs - Technical Experience : 1 Must have experience on developing Microservices using Spring Boot, Spring Cloud, Spring Data, ELK 2 Stack, OAuth2, Sleuth, Zipkin, Kubernetes and application containerization3 Solid understanding of building scalable web applications using RESTful API design4 Must have Experience in Design patterns, SOLID principles, coding standards, OOPS concepts5 Deploy and maintain Applications/Systems6 Good to have hands on experience on Google Cloud Platform or on the other cloud platforms AWS - Professional Attributes : Good Communication Skills - Educational Qualification : BE or MCA Job Details Job Location Bengaluru, India Company Industry Other Business Support Services Company Type Employer (Private Sector) Job Role Design, Creative, and Arts Employment Type Unspecified Monthly Salary Range Unspecified Number of Vacancies Unspecified Apply On Company Site Email to Friend Add a Cover Letter Complete Questionnaire Send Me Similar Jobs Send Me Similar Jobs Email to Friend Send Me Similar Jobs Send Me Similar Jobs Save Follow This Company Unfollow This Company - Print Report Abuse",612
58578,Lockheed Martin,2023-04-15,Software Developer - Skunk Works R&D Mission Systems - Level 2,"Software Developers, Applications",Unavailable,Texas,"Part-Time,Full-Time,Permanent",Bachelor's Degree,"Description: We are Lockheed Martin 3 Day Weekends Every Weekend! This opportunity is also eligible for a sign-on bonus for external applicants. From flexible work schedules to comprehensive benefits investing in your future and security,Learn more about Lockheed Martin’s comprehensive benefits package here. Who We Are The Skunk Works (Lockheed Martin Advanced Development Programs) is looking for world class talent in Software Engineering to be a part of a team that will carry on our nearly 80-year tradition making history in advanced aircraft development. Who You Are This position is with the Advanced Development Programs Mission Control Systems group in Fort Worth, TX. This position requires an experienced software engineer to design, develop, and test Mission Planning software. The team uses a wide application of modern technical principles, theories, and concepts in the software field to develop, integrate, and test open mission systems software products that can be applied to air and ground based systems. What You Will Be Doing The ideal will be responsible for all phases of developing mission planning software for multiple platforms. Candidate responsibilities will span the technology development lifecycle, including requirements generation, system and software design and implementation, integration and flight test, and adjudicating change requests as the software is updated, tested, and integrated. Integration activities will include a multitude of host systems, such as live assets of varying capability and structure, simulated systems, and laboratory environments that include constructive simulations, physical hardware, and system simulations. Must be a US Citizen. This position is located at a facility that requires special access and a Secret security clearance to start. What’s In It For You Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy: •Medical •Dental •401k •Paid time off •Work/life balance •Career development •Mentorship opportunities •Rewards & recognition Learn more about Lockheed Martin’s comprehensive benefits package here. Fort Worth, TX This position is in Fort Worth, TX Discover Fort Worth. aerosoftware aerosw Basic Qualifications: • Bachelor's Degree in Computer Science, Computer Engineering, Math, or other Engineering/Science related discipline OR equivalent experience/combined education • Experience using C++ or Java • Experience with Windows or Linux development Desired Skills: • UI/UX Software Development • Object Oriented Programming • Knowledge of Service Oriented Architectures (SOA) • Experience with UCI and OMS Standards • Agile Software Development • DevSecOps Experience (Jenkins, GitLab) • Experience with Cloud Technologies (AWS, Azure) • Experience with Containers (Docker, Kubernetes) • Experience with Test Driven Development and automated software testing (e.g. Test Complete, Silk Test) • Experience with XML, SQL, database and scripting languages (e.g. Python) • Configuration Management Systems (e.g. Git) • Experience with integrated development environments (e.g. Visual Studio, Eclipse) • Atlassian Tools (e.g. Stash, Jira, Confluence) • Drone/UAV experience Security Clearance Statement: This position requires a government security clearance, you must be a US Citizen for consideration. Clearance Level: Secret Other Important Information You Should Know Expression of Interest: By applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings. Ability to Work Remotely: Part-time Remote Telework: The employee selected for this position will work part of their work schedule remotely and part of their work schedule at a designated Lockheed Martin facility. The specific weekly schedule will be discussed during the hiring process. Work Schedules: Lockheed Martin supports a variety of alternate work schedules that provide additional flexibility to our employees. Schedules range from standard 40 hours over a five day work week while others may be condensed. These condensed schedules provide employees with additional time away from the office and are in addition to our Paid Time off benefits. Schedule for this Position: 4x10 hour day, 3 days off per week Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status. Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about. As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories. Experience Level: Experienced Professional Business Unit: AERONAUTICS COMPANY Relocation Available: Possible Career Area: Software Engineering Type: Full-Time Shift: First",1407
6636,Amazon,2022-11-22,"Senior Software Development Engineer, Bad Actor Disincentives","Software Developers, Applications",Unavailable,Unavailable,"Full-Time,Permanent",Bachelor's Degree,"DESCRIPTION Job summary You have super powers. Use them for good. We catch bad guys and stop online fraud. It's fun. It's hard. It matters. We need you. Amazon's Customer Trust and Partner Support (CTPS) team is engaged in a technological arms race: cyber-criminals from across the world continually look for new ways to steal from us and cover their tracks, while we invent new techniques to detect and neutralize them with ever increasing speed and scale. It's fun. We don't just catch the bad guys; we stop crimes before they happen. Remember the 'Minority Report'? It's just like that. Basically, we predict the future by developing and applying cutting-edge machine learning systems to detect, predict, and prevent online fraud before it happens. It's hard. This is Amazon, so of course our services are low latency, high throughput, highly scalable, and failure proof. Our fraud prevention systems are also highly reactive: we process multiple terabytes of data yet notice changes in individual behavior patterns in seconds. Even by Amazon standards, our datasets are massive and our transaction rates impressive, and everything is built with a scrupulous attention to security. It matters. Amazon is one of the world's most trusted companies. Consider the implications of losing that trust. Third-party sellers account for nearly half the items purchased on Amazon. This nearly always goes smoothly; but when sellers cheat buyers, everyone loses. Even after we refund their money, buyers are less likely to shop at Amazon in the future. Legitimate sellers lose potential sales and are less likely to sell on Amazon. And of course, the money Amazon pays in refunds and chargebacks goes straight to our bottom line and ultimately results in higher prices for all our customers. We are looking for a gifted software engineer to design the next generation of fraud risk management systems for Amazon. Amazon is one of the world's most trusted companies. Help us keep it that way. BASIC QUALIFICATIONS - 1+ years of experience contributing to the system design or architecture (architecture, design patterns, reliability and scaling) of new and current systems. - 2+ years of non-internship professional software development experience - Programming experience with at least one software programming language. - Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design - 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems. - 2+ years of non-internship professional software development experience - 4 or more years' experience in software development - Bachelors degree in Computer Science/related field or equivalent work experience - Experience with object oriented programming including Java, Python, C++, C#, Golang or Scala. PREFERRED QUALIFICATIONS - Master's degree in Computer Science, Computer Engineering or related technical discipline - Experience in eCommerce and Deep hands-on technical expertise - Ability to handle multiple competing priorities in a fast-paced environment - Experience working with service oriented architectures and web based solutions. The pay range for this position in Colorado is $175,000 -350,000 (yr.); however, base pay offered may vary depending on job-related knowledge, skills, and experience. A sign-on bonus and restricted stock units may be provided as part of the compensation package, in addition to a full range of medical, financial, and/or other benefits, dependent on the position offered. This information is provided per the Colorado Equal Pay Act. Base pay information is based on market location. Applicants should apply via Amazon's internal or external careers site. Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit ;br> Pursuant to the Los Angeles Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records. Workers in New York City who perform in-person work or interact with the public in the course of business must show proof they have been fully vaccinated against COVID or request and receive approval for a reasonable accommodation, including medical or religious accommodation. - >",1183
4910,Amazon,2022-10-12,"SME - VM Efficiency, RBS Flex Org Variable","Software Developers, Applications",Bangalore,Karnātaka,"Full-Time,Permanent",Bachelor's Degree,"DESCRIPTION Job summary About Amazon: Work hard. Have fun. Make history. At Amazon it is expected no more and no less from you. Ever since Amazon opened its doors, it has been an aim to become the most customer-centric company in the world. How is this achieved? By having people like you who make sure that customers find everything they are looking for online - at great prices and convenience. Both Amazon and sellers who list their products on the sites already offer millions of new and used items in a wide range of categories. Come and experience a company that reinvents itself every day. Immerse yourself in an environment that is fast-paced, expanding and is continuously inventing new efficiencies and offering great opportunity for its customers and for you! You'll help Amazon create the Earth's greatest shopping experience - a store featuring more products and brands with the most compelling content compared to any other online or offline store. This is a great platform from which to launch a career with Amazon. About the role: We are looking for a Subject Matter Expert to collaborate with our product management teams to source relevant data across WW deals and promotions; conduct analysis and extract insights. They will work with teams supporting Vendor Managers/BS/ISMs worldwide to thoroughly understand available data sets, and be able to extract data from a variety of data sources, including relational databases, Redshift clusters and Data Lakes. The successful candidate will be a customer-obsessed self-starter, comfortable with ambiguity, with attention to detail, an ability to work in a fast-paced and ever-changing environment, and an ability to work effectively in cross-functional teams. They will have excellent oral and written communication skills, and a proven ability to meet tight deadlines, multi-task, and prioritize work. Key Responsibilities: - Working with business and tech stakeholders to understand requirements and effectively prioritize projects - Developing and managing milestones across projects to ensure timely and successful deliverables - Own the design, development, and maintenance of ongoing metrics, reports, analyses, dashboards etc. to drive key business decisions. Ensure data accuracy by validating data for new and existing tools. Learn and understand a broad range of Amazon's data resources and know how, when, and which to use and which not to use - Contributing to maintaining a production-level website by ensuring that the back-end databases are functioning efficiently and also to improve on the back-end solution Basic Qualifications • Bachelor's degree in Business, Engineering, Statistics, Computer Science, Mathematics or related field • Proficient extracting and processing data using SQL • Demonstrated strength in data modeling, ETL development, and Data warehousing • Advanced Microsoft Office skills, particularly Excel and analytical programs Preferred Qualifications • Bachelor's degree in Business, Engineering, Statistics, Computer Science, Mathematics or related field • Proficient extracting and processing data using SQL • Demonstrated strength in data modeling, ETL development, and Data warehousing • Advanced Microsoft Office skills, particularly Excel and analytical programs • Strong analytical and coding skills, with 3+ years' experience with Python (preferred) and VBA Amazon provides equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us. BASIC QUALIFICATIONS - 1+ years' experience in program or project management - Experience interpreting data to make business recommendations • Bachelor's degree in Business, Engineering, Statistics, Computer Science, Mathematics or related field • Proficient extracting and processing data using SQL • Demonstrated strength in data modeling, ETL development, and Data warehousing • Advanced Microsoft Office skills, particularly Excel and analytical programs PREFERRED QUALIFICATIONS • Bachelor's degree in Business, Engineering, Statistics, Computer Science, Mathematics or related field • Proficient extracting and processing data using SQL • Demonstrated strength in data modeling, ETL development, and Data warehousing • Advanced Microsoft Office skills, particularly Excel and analytical programs",1134
13688,Apple,2023-01-11,"Senior Manager, Retail Technology Interactive Systems Engineering","Software Developers, Applications",Unavailable,California,"Full-Time,Permanent",Bachelor's Degree,"The Retail Technology's Interactive Systems team is responsible for the development of cutting edge in-store customer experiences as well as the tools that help bring those experiences to life. Our apps and cloud services are deployed across Apple Stores worldwide and are essential to supporting award-winning Today At Apple programming and the ever-evolving Apple Retail experience. Apple is looking for a dynamic and versatile senior manager to lead the Interactive Systems Engineering team. This team is responsible for designing, developing, and managing the customer-facing interactive systems in our Retail stores. We're growing and urge you to apply. We believe this role would place you in a highly-energized environment with some of the most creative individuals in the industry where you'd be inspired to share your years of experience while providing exceptional support to the overall team. Key Qualifications - Demonstrated ability with proven experience of 8+ years with 3+ years in an engineering leadership role delivering complex technology solutions in a leading consumer products and/or retail organization - Consistent track record of developing, managing, and leading teams of technology professionals - Understanding of and experience in Agile software development - Familiarity with and (ideally) experience in Audio Visual (AV) technology (hardware and software) - Understanding of, and experience with Continuous Integration Testing tools and standard methodologies - Ability to deliver multiple projects and work with multiple technologies simultaneously ideally with experience in enterprise AV technology, video streaming, and video rendering - Demonstrated ability to work with and develop relationships with product managers, business partners, engineering, and other teams to implement large scale enterprise systems. Knowledge of retail systems is a plus - Excellent meeting facilitation, written, verbal, and presentation skills - Ability to travel domestically and internationally Description As the Senior Manager of Interactive Systems Engineering, you'll be responsible for the 'Operating System' of our customer facing experiences in stores. You'll lead a team of A/V Systems and Software Engineers to build and support a variety of customer and employee facing technology, including Interactive Demos, Video Walls, Experience Bays, Publishing, Rendering, and Control Systems. Partnering closely with Product Management, Design, Marketing, Engineering, and other teams across Apple, the Senior Manager of Interactive Systems Engineering will play a key role in envisioning and building the future of interactivity in Retail. - Run a team of multi-disciplinary engineering leads, who each in turn manage a team full time employees and/or contractors - Provide mentorship and career development for direct reports and their subordinates - Articulate technical vision across all Retail Interactive Systems and work with team to architect and develop roadmap for products, systems, and tools - Work closely with other multi-functional teams to understand how technology is being received in stores, find opportunities for innovation, and develop future roadmaps - Collaborate with QA, Product Management, Operations, and peer technology teams on release management practices, training, quality, and transition-in activities - Collaborate with technical teams throughout Apple such as Events, Product Design, Core OS, etc. to collaborate on how to leverage Apple technology and how bring the best of Apple to life in Retail stores Education & Experience BA/BS degree in Computer Science and/or related work experience Additional Requirements Pay & Benefits - At Apple, base pay is one part of our total compensation package and is determined within a range. This provides the opportunity to progress as you grow and develop within a role. The base pay range for this role is between $196,000 and $343,500, and your base pay will depend on your skills, qualifications, experience, and location. Apple employees also have the opportunity to become an Apple shareholder through participation in Apple's discretionary employee stock programs. Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple's Employee Stock Purchase Plan. You'll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses - including tuition. Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation. Learn more about Apple Benefits. Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.",1238
40306,Infosys Technologies,2023-03-26,Android Developer,"Software Developers, Applications",Multiple locations,,"Full-Time,Permanent",Bachelor's Degree,"Job description JOB TITLE/DESIGNATION- Lead Consultant ROLES AND RESPONSIBILITIES- In the role of a Lead Consultant, you will anchor the engagement effort for assignments, all the way from business process consulting and problem definition to solution design, development and deployment. You will be pivotal to problem definition and discovery of the overall solution and guide teams on project processes, deliverables. As a thought leader in your domain, you will be the key advisor to architecture and design reviews. You will anchor business pursuit initiatives, client training, in-house capability building. You will have the opportunity to shape value-adding consulting solutions that enable our clients to meet the changing needs of the global landscape. Required - Minimum 2+year hands on experience in Flutter APP development & Flutter BLOC. - Minimum 4+ years of experience in Android/iOS/Tizen/webOS APP development. - Hands on experience in OTT APP design & development for Android, iOS, Browser, tvOS, Tizen & webOS platforms. - Excellent interpersonal, Oral and written communication skills in English. - Should be flexible enough for extended hours support on need basis. - Strong analytical and Debugging knowledge. - Should be able to design solutions knowing the limitations in embedded devices like memory, CPU, battery etc. - Should be able to mentor and grow the Flutter team. - Ability to bring in new ideas and drive customer roadmap. - Strong communication skill to co-ordinate with multiple vendors across the Geographic locations. - Demonstrative experience with complex OTT/Media solutions and architectural landscapes. - Deep understanding of industry Application Lifecycle Management processes and tooling. - Good understanding in streaming technologies like MPEG DASH, HLS. - Knowledge in DRM - Experience with Agile methodologies - Knowledge of the E2E media pipeline ecosystem like, video backend, CMS, content delivery, CPE, APPs. Preferred - Experience APP development for big screens. WORK EXPERIENCE (in years)- 9 12 years LOCATION- Bangalore, TVM Role: Technical Lead , Industry Type: IT Services & Consulting , Department: Engineering - Software & QA , Employment Type: Full Time, Permanent Role Category: Software Development Education UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization PG: M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization Key Skills Skills highlighted with ‘ ‘ are preferred keyskills Android Kotlin Flutter Swift IOS Experience: 4 - 9 years",647
78084,Siemens,2022-11-15,"Architect, IoT and Edge Systems (Technical Expert)","Software Developers, Applications",Multiple locations,,"Full-Time,Permanent",Bachelor's Degree,"You will architect, design and develop prototypes and technology demonstrators with a very high quality to solve contemporary and emerging critical business challenges. Following are (but not limited to) your core business expectations: - Architecture: Architect end-to-end solutions for our customers as well as business units in area of Edge Computing, IoT and Mobile Services. Apply your specialized knowhow to empower software applications with maximum reliability and performance. - Research: Contribute towards research and development of an overall IoT and Edge ecosystems. Continuously hone and upgrade your skills in the constantly evolving technology world. Author and contribute to publications such as whitepapers, journal or conference articles, and invention. - Hands-On: Work hands-on on bringing to life IoT and Edge architectures and applications. - Trainings: Capture and share best-practice knowledge amongst regarding IoT architectures and conduct training sessions for development teams to transfer knowledge within Siemens developer and architect community. - Customer Centricity: Effectively execute projects from comprehensively analyzing requirements to rapidly designing and implementing solutions to develop highly reliable and performant decentralized and distributed systems from concept to realization, targeted to deliver solutions to Siemens business problems globally. We don t need superheroes, just super minds - Have excellent understanding of technologies including hardware devices, microcontrollers, and communication (physical as well as application layer) protocols used for automation, IoT and Edge (LoRa, NBIoT, Bluetooth and BLE, MQTT/AMQP, CoAP, OPC U/A, etc.) - Keen interest and solid understanding in distributed computing with a good understanding of software engineering methodologies. - You specifically have the following skills to make a difference to this role: - Excellent programming skills in two or more programming languages like C/C++, C#, Java, Python, JavaScript, Golang, Groovy, Haskell, etc. with a strong understanding of algorithms and data structures. - Good working experience and strong understanding of cloud computing (with at least one public cloud provider) and cloud native development methods like microservices architectures and associated patterns. - Knowledge of modern DevOps methods and tooling. - Knowledge of virtualization and containerization technologies like Docker, Kubernetes, LXC, etc. - Experience in designing and developing end to end solution including cloud backend for IoT and Edge applications. - Excellent knowledge and experience with one or more IoT platforms like AWS IoT, Azure IoT, Eclipse IoT, or other specialized IoT platforms. - Other skills for this role that could be a great plus are as follows: - Skills in writing embedded or kernel modules for devices and OS. - In-depth understanding of one or more of these technologies: (a) Blockchain technologies e.g., Ethereum, Hyperledger, Big Chain DB (b) IoT technology stacks and protocols including edge technologies (c) AI technologies with applications to distributed systems - Knowledge of a machine learning packages like SciKit Learn, NLTK, R or high-performance computing frameworks like OpenMP, CUDA. - Knowledge of communication and big data frameworks like Kafka, Storm, Protobuf, AMQP , | Experience: 0 to 5 Yrs",844
78297,Siemens,2022-09-14,Foundation and Platform Architect,"Software Developers, Applications",Bangalore,Karnātaka,"Part-Time,Full-Time,Permanent",Doctoral Degree,"Role Foundation and Platform Architect The world never stands still. And new challenges arise every day. With a passion for questioning things, for supplying ideas, and intelligently driving things forward we are helping society move towards a more intelligent future. Be it with technologies that reduce carbon emissions in cities or hyperintelligent robots. This is how we are able, to tackle the most important projects and push them forward together. Help us shape the future. With our innovative and integrated technology we support our customers in continuously improving the reliability, safety, and efficiency of products, processes and plants. Can you help us shape the future? We’re looking for dedicated people with the skills and vision to build a better tomorrow Foundation and Platform Architect and help us create the technology that will transform entire industries, cities and even countries. Change the future with us and What are my responsibilities? Master or PhD in Computer Science, Software Engineering, or a related field 10+ years of experience in the design and implementation of enterprise applications with 4+ years of experience as an enterprise software architect 3+ years of experience in software engineering in Java and related frameworks 3+ years of experience with implementation of microservice applications 3+ years of experience with IaaS Infrastructures (AWS, Azure, Kubernetes) Experience in different database systems (e.g., NoSQL, RDBMS; Graph databases, Time Se-ries) Experience in Container technologies (Docker, Kubernetes) Expertise in Test Driven Development, have a profound understanding of Test Automation Expertise in Behavior-driven development (BDD), preferably in Cucumber Extensive experience with agile methods, continuous delivery, and test-driven development Extensive knowledge in architecture as well as design principles and patterns Experience in Agile software development (SCRUM) We’ve got quite a lot to offer. How about you? This role is based in Bangalore . You’ll also get to visit other locations in India and beyond, so you’ll need to go where this journey takes you. In return, you’ll get the chance to work with teams impacting entire cities, countries – and the shape of things to come. We’re Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality and we welcome applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and creativity and help us craft tomorrow. Find out more about Siemens careers at: www.siemens.com/careers Organization: Advanta Company: Siemens Technology and Services Private Limited Experience Level: Experienced Professional Full / Part time: Full-time",713
38198,IBM,2023-03-06,Server BSPS Jobs in Pune - IBMLess,"Software Developers, Applications",Pune,Mahārāshtra,"Full-Time,Permanent",Bachelor's Degree,"Job Description Introduction At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk. Your Role and Responsibilities #ISAC&CSALES2021 Required Technical and Professional Expertise Preferred Technical and Professional Expertise Enterprise IT Sales background Job Particulars Role it software engineer Education BCA , BE/B.Tech Who can apply Freshers and Experienced (0 to 3 Years ) Hiring Process Face to Face Interview Employment Type 0 Job Id 1702039 Job Category IT/Software , BSc/BCA/BBM Locality Address State Maharashtra Country India",217
2193,ACCENTURE,2023-03-20,Qlik Sense Application Developer,"Software Developers, Applications",Bangalore,Karnātaka,"Full-Time,Permanent",Bachelor's Degree,"Job Description About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Technology and Operations services and Accenture Song-all powered by the world's largest network of Advanced Technology and Intelligent Operations centers. Our 699,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at accenture.com - Project Role : Application Developer - Project Role Description : Design, build and configure applications to meet business process and application requirements. - Management Level : 10 - Work Experience : 4-6 years - Work location : Bengaluru - Must Have Skills : - Good To Have Skills : - Job Requirements : - Key Responsibilities : 1: Involved in end to end Migration of QlikView reports to Qlik Sense 2: Proficiency in Data Modeling and Architecture design of the Application in Qlik Sense 3: Design, Development and Unit Testing of the reports migrated to Qlik Sense 4: Helping customers derive maximum value from the tool 5: Other duties may be assigned as needed by management - Technical Experience : 1: Minimum 3-4 years of experience in QlikView/Qlik Sense Design, Data Model and Implementation 2: Proficiency in SQL queries 3: Good to have Experience in Qlik Sense Management Console 4 Good to have experience in migration of QlikView to Qlik Sense Reports 5: Experience diagnosing and resolving errors in complex reports 6: Good understanding in DW Concepts - Professional Attributes : 1: Should have excellent communication and presentation skills 2: Good team player 3: Flexible in taking different responsibilities 4: Responsible and dedicated towards project delivery milestones - Educational Qualification : Any gaduation - Additional Information : regular Qualifications 15 years of full time education",532
